msisdn,imsi,allocation_date,sim_type
6749991266,5.3603E+14,28-01-2025,micro-SIM
6749991267,5.3603E+14,28-01-2025,micro-SIM
6749991268,5.3603E+14,28-01-2025,micro-SIM
6749991269,5.3603E+14,28-01-2025,micro-SIM
6749991270,5.3603E+14,28-01-2025,micro-SIM
6749991271,5.3603E+14,28-01-2025,micro-SIM
6749991272,5.3603E+14,28-01-2025,micro-SIM
6749991273,5.3603E+14,28-01-2025,micro-SIM
6749991274,5.3603E+14,28-01-2025,micro-SIM
6749991275,5.3603E+14,28-01-2025,micro-SIM
6749991276,5.3603E+14,28-01-2025,micro-SIM
6749991277,5.3603E+14,28-01-2025,micro-SIM
6749991278,5.3603E+14,28-01-2025,micro-SIM
6749991279,5.3603E+14,28-01-2025,e-SIM
6749991280,5.3603E+14,28-01-2025,micro-SIM
6749991281,5.3603E+14,28-01-2025,micro-SIM
6749991282,5.3603E+14,28-01-2025,micro-SIM
6749991283,5.3603E+14,28-01-2025,micro-SIM
6749991284,5.3603E+14,28-01-2025,micro-SIM
6749991285,5.3603E+14,28-01-2025,micro-SIM
6749991286,5.3603E+14,28-01-2025,micro-SIM
6749991287,5.3603E+14,28-01-2025,micro-SIM
6749991288,5.3603E+14,28-01-2025,micro-SIM
6749991289,5.3603E+14,28-01-2025,micro-SIM
6749991290,5.3603E+14,28-01-2025,micro-SIM
6749991291,5.3603E+14,28-01-2025,micro-SIM
6749991292,5.3603E+14,28-01-2025,micro-SIM
6749991293,5.3603E+14,28-01-2025,micro-SIM
6749991294,5.3603E+14,28-01-2025,micro-SIM
6749991295,5.3603E+14,28-01-2025,micro-SIM
6749991296,5.3603E+14,28-01-2025,micro-SIM
6749991297,5.3603E+14,28-01-2025,micro-SIM
6749991298,5.3603E+14,28-01-2025,micro-SIM
6749991299,5.3603E+14,28-01-2025,micro-SIM
6749991300,5.3603E+14,28-01-2025,micro-SIM
6749991301,5.3603E+14,28-01-2025,micro-SIM
6749991302,5.3603E+14,28-01-2025,e-SIM
6749991303,5.3603E+14,28-01-2025,micro-SIM
6749991304,5.3603E+14,28-01-2025,micro-SIM
6749991305,5.3603E+14,28-01-2025,micro-SIM
6749991306,5.3603E+14,28-01-2025,micro-SIM
6749991307,5.3603E+14,28-01-2025,micro-SIM
6749991308,5.3603E+14,28-01-2025,micro-SIM
6749991309,5.3603E+14,28-01-2025,e-SIM
6749991310,5.3603E+14,28-01-2025,micro-SIM
6749991311,5.3603E+14,28-01-2025,micro-SIM
6749991312,5.3603E+14,28-01-2025,micro-SIM
6749991313,5.3603E+14,28-01-2025,micro-SIM
6749991314,5.3603E+14,28-01-2025,micro-SIM
6749991315,5.3603E+14,28-01-2025,micro-SIM
6749991316,5.3603E+14,28-01-2025,micro-SIM
6749991317,5.3603E+14,28-01-2025,micro-SIM
6749991318,5.3603E+14,28-01-2025,micro-SIM
6749991319,5.3603E+14,28-01-2025,micro-SIM
6749991320,5.3603E+14,28-01-2025,micro-SIM
6749991321,5.3603E+14,28-01-2025,micro-SIM
6749991322,5.3603E+14,28-01-2025,micro-SIM
6749991323,5.3603E+14,28-01-2025,micro-SIM
6749991324,5.3603E+14,28-01-2025,micro-SIM
6749991325,5.3603E+14,28-01-2025,micro-SIM
6749991326,5.3603E+14,28-01-2025,micro-SIM
6749991327,5.3603E+14,28-01-2025,micro-SIM
6749991328,5.3603E+14,28-01-2025,micro-SIM
6749991329,5.3603E+14,28-01-2025,micro-SIM
6749991330,5.3603E+14,28-01-2025,micro-SIM
6749991331,5.3603E+14,28-01-2025,micro-SIM
6749991332,5.3603E+14,28-01-2025,micro-SIM
6749991333,5.3603E+14,28-01-2025,micro-SIM
6749991334,5.3603E+14,28-01-2025,micro-SIM
6749991335,5.3603E+14,28-01-2025,micro-SIM
6749991336,5.3603E+14,28-01-2025,micro-SIM
6749991337,5.3603E+14,28-01-2025,micro-SIM
6749991338,5.3603E+14,28-01-2025,micro-SIM
6749991339,5.3603E+14,28-01-2025,micro-SIM
6749991340,5.3603E+14,28-01-2025,micro-SIM
6749991341,5.3603E+14,28-01-2025,micro-SIM
6749991342,5.3603E+14,28-01-2025,micro-SIM
6749991343,5.3603E+14,28-01-2025,micro-SIM
6749991344,5.3603E+14,28-01-2025,micro-SIM
6749991345,5.3603E+14,28-01-2025,micro-SIM
6749991346,5.3603E+14,28-01-2025,micro-SIM
6749991347,5.3603E+14,28-01-2025,micro-SIM
6749991348,5.3603E+14,28-01-2025,micro-SIM
6749991349,5.3603E+14,28-01-2025,micro-SIM
6749991350,5.3603E+14,28-01-2025,micro-SIM
6749991351,5.3603E+14,28-01-2025,micro-SIM
6749991352,5.3603E+14,28-01-2025,micro-SIM
6749991353,5.3603E+14,28-01-2025,micro-SIM
6749991354,5.3603E+14,28-01-2025,micro-SIM
6749991355,5.3603E+14,28-01-2025,micro-SIM
6749991356,5.3603E+14,28-01-2025,micro-SIM
6749991357,5.3603E+14,28-01-2025,micro-SIM
6749991358,5.3603E+14,28-01-2025,micro-SIM
6749991359,5.3603E+14,28-01-2025,micro-SIM
6749991360,5.3603E+14,28-01-2025,micro-SIM
6749991361,5.3603E+14,28-01-2025,micro-SIM
6749991362,5.3603E+14,28-01-2025,micro-SIM
6749991363,5.3603E+14,28-01-2025,micro-SIM
6749991364,5.3603E+14,28-01-2025,micro-SIM
6749991365,5.3603E+14,28-01-2025,micro-SIM
6749991366,5.3603E+14,28-01-2025,e-SIM
6749991367,5.3603E+14,28-01-2025,micro-SIM
6749991368,5.3603E+14,28-01-2025,micro-SIM
6749991369,5.3603E+14,28-01-2025,micro-SIM
6749991370,5.3603E+14,28-01-2025,micro-SIM
6749991371,5.3603E+14,28-01-2025,micro-SIM
6749991372,5.3603E+14,28-01-2025,micro-SIM
6749991373,5.3603E+14,28-01-2025,micro-SIM
6749991374,5.3603E+14,28-01-2025,micro-SIM
6749991375,5.3603E+14,28-01-2025,micro-SIM
6749991376,5.3603E+14,28-01-2025,micro-SIM
6749991377,5.3603E+14,28-01-2025,micro-SIM
6749991378,5.3603E+14,28-01-2025,micro-SIM
6749991379,5.3603E+14,28-01-2025,micro-SIM
6749991380,5.3603E+14,28-01-2025,micro-SIM
6749991381,5.3603E+14,28-01-2025,micro-SIM
6749991382,5.3603E+14,28-01-2025,micro-SIM
6749991383,5.3603E+14,28-01-2025,micro-SIM
6749991384,5.3603E+14,28-01-2025,micro-SIM
6749991385,5.3603E+14,28-01-2025,micro-SIM
6749991386,5.3603E+14,28-01-2025,micro-SIM
6749991387,5.3603E+14,28-01-2025,micro-SIM
6749991388,5.3603E+14,28-01-2025,micro-SIM
6749991389,5.3603E+14,28-01-2025,micro-SIM
6749991390,5.3603E+14,28-01-2025,micro-SIM
6749991391,5.3603E+14,28-01-2025,micro-SIM
6749991392,5.3603E+14,28-01-2025,micro-SIM
6749991393,5.3603E+14,28-01-2025,micro-SIM
6749991394,5.3603E+14,28-01-2025,micro-SIM
6749991395,5.3603E+14,28-01-2025,micro-SIM
6749991396,5.3603E+14,28-01-2025,micro-SIM
6749991397,5.3603E+14,28-01-2025,micro-SIM
6749991398,5.3603E+14,28-01-2025,micro-SIM
6749991399,5.3603E+14,28-01-2025,micro-SIM
6749991400,5.3603E+14,28-01-2025,micro-SIM
6749991401,5.3603E+14,28-01-2025,micro-SIM
6749991402,5.3603E+14,28-01-2025,micro-SIM
6749991403,5.3603E+14,28-01-2025,micro-SIM
6749991404,5.3603E+14,28-01-2025,micro-SIM
6749991405,5.3603E+14,28-01-2025,micro-SIM
6749991406,5.3603E+14,28-01-2025,micro-SIM
6749991407,5.3603E+14,28-01-2025,micro-SIM
6749991408,5.3603E+14,28-01-2025,micro-SIM
6749991409,5.3603E+14,28-01-2025,micro-SIM
6749991410,5.3603E+14,28-01-2025,micro-SIM
6749991411,5.3603E+14,28-01-2025,micro-SIM
6749991412,5.3603E+14,28-01-2025,micro-SIM
6749991413,5.3603E+14,28-01-2025,micro-SIM
6749991414,5.3603E+14,28-01-2025,micro-SIM
6749991415,5.3603E+14,28-01-2025,micro-SIM
6749991416,5.3603E+14,28-01-2025,micro-SIM
6749991417,5.3603E+14,28-01-2025,micro-SIM
6749991418,5.3603E+14,28-01-2025,micro-SIM
6749991419,5.3603E+14,28-01-2025,micro-SIM
6749991420,5.3603E+14,28-01-2025,micro-SIM
6749991421,5.3603E+14,28-01-2025,micro-SIM
6749991422,5.3603E+14,28-01-2025,micro-SIM
6749991423,5.3603E+14,28-01-2025,micro-SIM
6749991424,5.3603E+14,28-01-2025,micro-SIM
6749991425,5.3603E+14,28-01-2025,micro-SIM
6749991426,5.3603E+14,28-01-2025,micro-SIM
6749991427,5.3603E+14,28-01-2025,micro-SIM
6749991428,5.3603E+14,28-01-2025,micro-SIM
6749991429,5.3603E+14,28-01-2025,micro-SIM
6749991430,5.3603E+14,28-01-2025,micro-SIM
6749991431,5.3603E+14,28-01-2025,micro-SIM
6749991432,5.3603E+14,28-01-2025,micro-SIM
6749991433,5.3603E+14,28-01-2025,micro-SIM
6749991434,5.3603E+14,28-01-2025,micro-SIM
6749991435,5.3603E+14,28-01-2025,micro-SIM
6749991436,5.3603E+14,28-01-2025,micro-SIM
6749991437,5.3603E+14,28-01-2025,micro-SIM
6749991438,5.3603E+14,28-01-2025,micro-SIM
6749991439,5.3603E+14,28-01-2025,micro-SIM
6749991440,5.3603E+14,28-01-2025,micro-SIM
6749991441,5.3603E+14,28-01-2025,micro-SIM
6749991442,5.3603E+14,28-01-2025,micro-SIM
6749991443,5.3603E+14,28-01-2025,micro-SIM
6749991444,5.3603E+14,28-01-2025,micro-SIM
6749991445,5.3603E+14,28-01-2025,micro-SIM
6749991446,5.3603E+14,28-01-2025,micro-SIM
6749991447,5.3603E+14,28-01-2025,micro-SIM
6749991448,5.3603E+14,28-01-2025,micro-SIM
6749991449,5.3603E+14,28-01-2025,micro-SIM
6749991450,5.3603E+14,28-01-2025,micro-SIM
6749991451,5.3603E+14,28-01-2025,micro-SIM
6749991452,5.3603E+14,28-01-2025,micro-SIM
6749991453,5.3603E+14,28-01-2025,micro-SIM
6749991454,5.3603E+14,28-01-2025,micro-SIM
6749991455,5.3603E+14,28-01-2025,micro-SIM
6749991456,5.3603E+14,28-01-2025,micro-SIM
6749991457,5.3603E+14,28-01-2025,micro-SIM
6749991458,5.3603E+14,28-01-2025,micro-SIM
6749991459,5.3603E+14,28-01-2025,micro-SIM
6749991460,5.3603E+14,28-01-2025,micro-SIM
6749991461,5.3603E+14,28-01-2025,micro-SIM
6749991462,5.3603E+14,28-01-2025,micro-SIM
6749991463,5.3603E+14,28-01-2025,micro-SIM
6749991464,5.3603E+14,28-01-2025,micro-SIM
6749991465,5.3603E+14,28-01-2025,micro-SIM
6749991466,5.3603E+14,28-01-2025,e-SIM
6749991467,5.3603E+14,28-01-2025,micro-SIM
6749991468,5.3603E+14,28-01-2025,micro-SIM
6749991469,5.3603E+14,28-01-2025,micro-SIM
6749991470,5.3603E+14,28-01-2025,micro-SIM
6749991471,5.3603E+14,28-01-2025,micro-SIM
6749991472,5.3603E+14,28-01-2025,micro-SIM
6749991473,5.3603E+14,28-01-2025,micro-SIM
6749991474,5.3603E+14,28-01-2025,micro-SIM
6749991475,5.3603E+14,28-01-2025,micro-SIM
6749991476,5.3603E+14,28-01-2025,micro-SIM
6749991477,5.3603E+14,28-01-2025,micro-SIM
6749991478,5.3603E+14,28-01-2025,micro-SIM
6749991479,5.3603E+14,28-01-2025,micro-SIM
6749991480,5.3603E+14,28-01-2025,micro-SIM
6749991481,5.3603E+14,28-01-2025,micro-SIM
6749991482,5.3603E+14,28-01-2025,micro-SIM
6749991483,5.3603E+14,28-01-2025,micro-SIM
6749991484,5.3603E+14,28-01-2025,micro-SIM
6749991485,5.3603E+14,28-01-2025,micro-SIM
6749991486,5.3603E+14,28-01-2025,micro-SIM
6749991487,5.3603E+14,28-01-2025,micro-SIM
6749991488,5.3603E+14,28-01-2025,micro-SIM
6749991489,5.3603E+14,28-01-2025,micro-SIM
6749991490,5.3603E+14,28-01-2025,micro-SIM
6749991491,5.3603E+14,28-01-2025,micro-SIM
6749991492,5.3603E+14,28-01-2025,micro-SIM
6749991493,5.3603E+14,28-01-2025,micro-SIM
6749991494,5.3603E+14,28-01-2025,micro-SIM
6749991495,5.3603E+14,28-01-2025,micro-SIM
6749991496,5.3603E+14,28-01-2025,micro-SIM
6749991497,5.3603E+14,28-01-2025,micro-SIM
6749991498,5.3603E+14,28-01-2025,micro-SIM
6749991499,5.3603E+14,28-01-2025,micro-SIM
6749991500,5.3603E+14,28-01-2025,micro-SIM
6749991501,5.3603E+14,28-01-2025,micro-SIM
6749991502,5.3603E+14,27-03-2025,micro-SIM
6749991503,5.3603E+14,28-01-2025,micro-SIM
6749991504,5.3603E+14,28-01-2025,micro-SIM
6749991505,5.3603E+14,28-01-2025,micro-SIM
6749991506,5.3603E+14,28-01-2025,e-SIM
6749991507,5.3603E+14,28-01-2025,micro-SIM
6749991508,5.3603E+14,28-01-2025,micro-SIM
6749991509,5.3603E+14,28-01-2025,micro-SIM
6749991510,5.3603E+14,28-01-2025,micro-SIM
6749991511,5.3603E+14,28-01-2025,micro-SIM
6749991512,5.3603E+14,28-01-2025,micro-SIM
6749991513,5.3603E+14,28-01-2025,micro-SIM
6749991514,5.3603E+14,28-01-2025,micro-SIM
6749991515,5.3603E+14,28-01-2025,micro-SIM
6749991516,5.3603E+14,28-01-2025,micro-SIM
6749991517,5.3603E+14,28-01-2025,micro-SIM
6749991518,5.3603E+14,28-01-2025,micro-SIM
6749991519,5.3603E+14,28-01-2025,micro-SIM
6749991520,5.3603E+14,28-01-2025,micro-SIM
6749991521,5.3603E+14,28-01-2025,micro-SIM
6749991522,5.3603E+14,28-01-2025,micro-SIM
6749991523,5.3603E+14,28-01-2025,micro-SIM
6749991524,5.3603E+14,28-01-2025,micro-SIM
6749991525,5.3603E+14,28-01-2025,micro-SIM
6749991526,5.3603E+14,28-01-2025,micro-SIM
6749991527,5.3603E+14,28-01-2025,micro-SIM
6749991528,5.3603E+14,28-01-2025,micro-SIM
6749991529,5.3603E+14,28-01-2025,micro-SIM
6749991530,5.3603E+14,28-01-2025,micro-SIM
6749991531,5.3603E+14,28-01-2025,micro-SIM
6749991532,5.3603E+14,28-01-2025,micro-SIM
6749991533,5.3603E+14,28-01-2025,micro-SIM
6749991534,5.3603E+14,28-01-2025,micro-SIM
6749991535,5.3603E+14,28-01-2025,micro-SIM
6749991536,5.3603E+14,28-01-2025,micro-SIM
6749991537,5.3603E+14,28-01-2025,micro-SIM
6749991538,5.3603E+14,28-01-2025,micro-SIM
6749991539,5.3603E+14,28-01-2025,micro-SIM
6749991540,5.3603E+14,28-01-2025,micro-SIM
6749991541,5.3603E+14,28-01-2025,micro-SIM
6749991542,5.3603E+14,28-01-2025,micro-SIM
6749991543,5.3603E+14,28-01-2025,micro-SIM
6749991544,5.3603E+14,28-01-2025,micro-SIM
6749991545,5.3603E+14,28-01-2025,micro-SIM
6749991546,5.3603E+14,28-01-2025,micro-SIM
6749991547,5.3603E+14,28-01-2025,micro-SIM
6749991548,5.3603E+14,28-01-2025,micro-SIM
6749991549,5.3603E+14,28-01-2025,micro-SIM
6749991550,5.3603E+14,28-01-2025,micro-SIM
6749991551,5.3603E+14,28-01-2025,micro-SIM
6749991552,5.3603E+14,28-01-2025,micro-SIM
6749991553,5.3603E+14,28-01-2025,micro-SIM
6749991554,5.3603E+14,28-01-2025,micro-SIM
6749991555,5.3603E+14,28-01-2025,micro-SIM
6749991556,5.3603E+14,28-01-2025,micro-SIM
6749991557,5.3603E+14,28-01-2025,micro-SIM
6749991558,5.3603E+14,28-01-2025,micro-SIM
6749991559,5.3603E+14,28-01-2025,micro-SIM
6749991560,5.3603E+14,28-01-2025,micro-SIM
6749991561,5.3603E+14,28-01-2025,micro-SIM
6749991562,5.3603E+14,28-01-2025,micro-SIM
6749991563,5.3603E+14,28-01-2025,micro-SIM
6749991564,5.3603E+14,28-01-2025,micro-SIM
6749991565,5.3603E+14,28-01-2025,micro-SIM
6749991566,5.3603E+14,28-01-2025,micro-SIM
6749991567,5.3603E+14,28-01-2025,micro-SIM
6749991568,5.3603E+14,28-01-2025,micro-SIM
6749991569,5.3603E+14,28-01-2025,micro-SIM
6749991570,5.3603E+14,28-01-2025,micro-SIM
6749991571,5.3603E+14,28-01-2025,micro-SIM
6749991572,5.3603E+14,28-01-2025,micro-SIM
6749991573,5.3603E+14,28-01-2025,micro-SIM
6749991574,5.3603E+14,28-01-2025,micro-SIM
6749991575,5.3603E+14,28-01-2025,micro-SIM
6749991576,5.3603E+14,28-01-2025,micro-SIM
6749991577,5.3603E+14,28-01-2025,micro-SIM
6749991578,5.3603E+14,28-01-2025,micro-SIM
6749991579,5.3603E+14,28-01-2025,micro-SIM
6749991580,5.3603E+14,28-01-2025,micro-SIM
6749991581,5.3603E+14,28-01-2025,micro-SIM
6749991582,5.3603E+14,28-01-2025,micro-SIM
6749991583,5.3603E+14,28-01-2025,micro-SIM
6749991584,5.3603E+14,28-01-2025,micro-SIM
6749991585,5.3603E+14,28-01-2025,micro-SIM
6749991586,5.3603E+14,28-01-2025,micro-SIM
6749991587,5.3603E+14,28-01-2025,micro-SIM
6749991588,5.3603E+14,28-01-2025,micro-SIM
6749991589,5.3603E+14,28-01-2025,micro-SIM
6749991590,5.3603E+14,28-01-2025,micro-SIM
6749991591,5.3603E+14,28-01-2025,micro-SIM
6749991592,5.3603E+14,28-01-2025,micro-SIM
6749991593,5.3603E+14,28-01-2025,micro-SIM
6749991594,5.3603E+14,28-01-2025,micro-SIM
6749991595,5.3603E+14,28-01-2025,micro-SIM
6749991596,5.3603E+14,28-01-2025,micro-SIM
6749991597,5.3603E+14,28-01-2025,micro-SIM
6749991598,5.3603E+14,28-01-2025,micro-SIM
6749991599,5.3603E+14,28-01-2025,micro-SIM
6749991600,5.3603E+14,28-01-2025,micro-SIM
6749991601,5.3603E+14,28-01-2025,micro-SIM
6749991602,5.3603E+14,28-01-2025,micro-SIM
6749991603,5.3603E+14,28-01-2025,micro-SIM
6749991604,5.3603E+14,28-01-2025,micro-SIM
6749991605,5.3603E+14,28-01-2025,micro-SIM
6749991606,5.3603E+14,28-01-2025,micro-SIM
6749991607,5.3603E+14,28-01-2025,micro-SIM
6749991608,5.3603E+14,28-01-2025,micro-SIM
6749991609,5.3603E+14,28-01-2025,micro-SIM
6749991610,5.3603E+14,28-01-2025,micro-SIM
6749991611,5.3603E+14,28-01-2025,micro-SIM
6749991612,5.3603E+14,28-01-2025,micro-SIM
6749991613,5.3603E+14,28-01-2025,micro-SIM
6749991614,5.3603E+14,28-01-2025,micro-SIM
6749991615,5.3603E+14,28-01-2025,micro-SIM
6749991616,5.3603E+14,28-01-2025,micro-SIM
6749991617,5.3603E+14,28-01-2025,micro-SIM
6749991618,5.3603E+14,28-01-2025,micro-SIM
6749991619,5.3603E+14,28-01-2025,micro-SIM
6749991620,5.3603E+14,28-01-2025,micro-SIM
6749991621,5.3603E+14,28-01-2025,micro-SIM
6749991622,5.3603E+14,28-01-2025,micro-SIM
6749991623,5.3603E+14,28-01-2025,micro-SIM
6749991624,5.3603E+14,28-01-2025,micro-SIM
6749991625,5.3603E+14,28-01-2025,micro-SIM
6749991626,5.3603E+14,28-01-2025,micro-SIM
6749991627,5.3603E+14,28-01-2025,micro-SIM
6749991628,5.3603E+14,28-01-2025,micro-SIM
6749991629,5.3603E+14,28-01-2025,micro-SIM
6749991630,5.3603E+14,28-01-2025,micro-SIM
6749991631,5.3603E+14,28-01-2025,micro-SIM
6749991632,5.3603E+14,28-01-2025,micro-SIM
6749991633,5.3603E+14,28-01-2025,micro-SIM
6749991634,5.3603E+14,28-01-2025,micro-SIM
6749991635,5.3603E+14,28-01-2025,micro-SIM
6749991636,5.3603E+14,28-01-2025,micro-SIM
6749991637,5.3603E+14,28-01-2025,micro-SIM
6749991638,5.3603E+14,28-01-2025,micro-SIM
6749991639,5.3603E+14,28-01-2025,micro-SIM
6749991640,5.3603E+14,28-01-2025,micro-SIM
6749991641,5.3603E+14,28-01-2025,micro-SIM
6749991642,5.3603E+14,28-01-2025,micro-SIM
6749991643,5.3603E+14,28-01-2025,micro-SIM
6749991644,5.3603E+14,28-01-2025,micro-SIM
6749991645,5.3603E+14,28-01-2025,micro-SIM
6749991646,5.3603E+14,28-01-2025,micro-SIM
6749991647,5.3603E+14,28-01-2025,micro-SIM
6749991648,5.3603E+14,28-01-2025,micro-SIM
6749991649,5.3603E+14,28-01-2025,micro-SIM
6749991650,5.3603E+14,28-01-2025,micro-SIM
6749991651,5.3603E+14,28-01-2025,micro-SIM
6749991652,5.3603E+14,28-01-2025,micro-SIM
6749991653,5.3603E+14,28-01-2025,micro-SIM
6749991654,5.3603E+14,28-01-2025,micro-SIM
6749991655,5.3603E+14,28-01-2025,micro-SIM
6749991656,5.3603E+14,28-01-2025,micro-SIM
6749991657,5.3603E+14,28-01-2025,micro-SIM
6749991658,5.3603E+14,28-01-2025,micro-SIM
6749991659,5.3603E+14,28-01-2025,micro-SIM
6749991660,5.3603E+14,28-01-2025,micro-SIM
6749991661,5.3603E+14,28-01-2025,micro-SIM
6749991662,5.3603E+14,28-01-2025,micro-SIM
6749991663,5.3603E+14,28-01-2025,micro-SIM
6749991664,5.3603E+14,28-01-2025,micro-SIM
6749991665,5.3603E+14,28-01-2025,micro-SIM
6749991666,5.3603E+14,28-01-2025,micro-SIM
6749991667,5.3603E+14,28-01-2025,micro-SIM
6749991668,5.3603E+14,28-01-2025,micro-SIM
6749991669,5.3603E+14,28-01-2025,micro-SIM
6749991670,5.3603E+14,28-01-2025,micro-SIM
6749991671,5.3603E+14,28-01-2025,micro-SIM
6749991672,5.3603E+14,28-01-2025,micro-SIM
6749991673,5.3603E+14,28-01-2025,micro-SIM
6749991674,5.3603E+14,28-01-2025,micro-SIM
6749991675,5.3603E+14,28-01-2025,micro-SIM
6749991676,5.3603E+14,28-01-2025,micro-SIM
6749991677,5.3603E+14,28-01-2025,micro-SIM
6749991678,5.3603E+14,28-01-2025,micro-SIM
6749991679,5.3603E+14,28-01-2025,micro-SIM
6749991680,5.3603E+14,28-01-2025,micro-SIM
6749991681,5.3603E+14,28-01-2025,micro-SIM
6749991682,5.3603E+14,28-01-2025,micro-SIM
6749991683,5.3603E+14,28-01-2025,micro-SIM
6749991684,5.3603E+14,28-01-2025,micro-SIM
6749991685,5.3603E+14,28-01-2025,micro-SIM
6749991686,5.3603E+14,28-01-2025,micro-SIM
6749991687,5.3603E+14,28-01-2025,micro-SIM
6749991688,5.3603E+14,28-01-2025,micro-SIM
6749991689,5.3603E+14,28-01-2025,micro-SIM
6749991690,5.3603E+14,28-01-2025,micro-SIM
6749991691,5.3603E+14,28-01-2025,micro-SIM
6749991692,5.3603E+14,28-01-2025,micro-SIM
6749991693,5.3603E+14,28-01-2025,micro-SIM
6749991694,5.3603E+14,28-01-2025,micro-SIM
6749991695,5.3603E+14,28-01-2025,micro-SIM
6749991696,5.3603E+14,28-01-2025,micro-SIM
6749991697,5.3603E+14,28-01-2025,micro-SIM
6749991698,5.3603E+14,28-01-2025,micro-SIM
6749991699,5.3603E+14,28-01-2025,micro-SIM
6749991700,5.3603E+14,28-01-2025,micro-SIM
6749991701,5.3603E+14,28-01-2025,micro-SIM
6749991702,5.3603E+14,28-01-2025,micro-SIM
6749991703,5.3603E+14,28-01-2025,micro-SIM
6749991704,5.3603E+14,28-01-2025,micro-SIM
6749991705,5.3603E+14,28-01-2025,micro-SIM
6749991706,5.3603E+14,28-01-2025,micro-SIM
6749991707,5.3603E+14,28-01-2025,micro-SIM
6749991708,5.3603E+14,28-01-2025,micro-SIM
6749991709,5.3603E+14,28-01-2025,micro-SIM
6749991710,5.3603E+14,28-01-2025,micro-SIM
6749991711,5.3603E+14,28-01-2025,micro-SIM
6749991712,5.3603E+14,28-01-2025,micro-SIM
6749991713,5.3603E+14,28-01-2025,micro-SIM
6749991714,5.3603E+14,28-01-2025,micro-SIM
6749991715,5.3603E+14,28-01-2025,micro-SIM
6749991716,5.3603E+14,28-01-2025,micro-SIM
6749991717,5.3603E+14,28-01-2025,micro-SIM
6749991718,5.3603E+14,28-01-2025,micro-SIM
6749991719,5.3603E+14,28-01-2025,micro-SIM
6749991720,5.3603E+14,28-01-2025,micro-SIM
6749991721,5.3603E+14,28-01-2025,micro-SIM
6749991722,5.3603E+14,28-01-2025,micro-SIM
6749991723,5.3603E+14,28-01-2025,micro-SIM
6749991724,5.3603E+14,28-01-2025,micro-SIM
6749991725,5.3603E+14,28-01-2025,micro-SIM
6749991726,5.3603E+14,28-01-2025,micro-SIM
6749991727,5.3603E+14,28-01-2025,micro-SIM
6749991728,5.3603E+14,28-01-2025,micro-SIM
6749991729,5.3603E+14,28-01-2025,micro-SIM
6749991730,5.3603E+14,28-01-2025,micro-SIM
6749991731,5.3603E+14,28-01-2025,micro-SIM
6749991732,5.3603E+14,28-01-2025,micro-SIM
6749991733,5.3603E+14,28-01-2025,micro-SIM
6749991734,5.3603E+14,28-01-2025,micro-SIM
6749991735,5.3603E+14,28-01-2025,micro-SIM
6749991736,5.3603E+14,28-01-2025,micro-SIM
6749991737,5.3603E+14,28-01-2025,micro-SIM
6749991738,5.3603E+14,28-01-2025,micro-SIM
6749991739,5.3603E+14,28-01-2025,micro-SIM
6749991740,5.3603E+14,28-01-2025,micro-SIM
6749991741,5.3603E+14,28-01-2025,micro-SIM
6749991742,5.3603E+14,28-01-2025,micro-SIM
6749991743,5.3603E+14,28-01-2025,micro-SIM
6749991744,5.3603E+14,28-01-2025,micro-SIM
6749991745,5.3603E+14,28-01-2025,micro-SIM
6749991746,5.3603E+14,28-01-2025,micro-SIM
6749991747,5.3603E+14,28-01-2025,micro-SIM
6749991748,5.3603E+14,28-01-2025,micro-SIM
6749991749,5.3603E+14,28-01-2025,micro-SIM
6749991750,5.3603E+14,28-01-2025,micro-SIM
6749991751,5.3603E+14,28-01-2025,micro-SIM
6749991752,5.3603E+14,28-01-2025,micro-SIM
6749991753,5.3603E+14,28-01-2025,micro-SIM
6749991754,5.3603E+14,28-01-2025,micro-SIM
6749991755,5.3603E+14,28-01-2025,micro-SIM
6749991756,5.3603E+14,28-01-2025,micro-SIM
6749991757,5.3603E+14,28-01-2025,micro-SIM
6749991758,5.3603E+14,28-01-2025,micro-SIM
6749991759,5.3603E+14,28-01-2025,micro-SIM
6749991760,5.3603E+14,28-01-2025,micro-SIM
6749991761,5.3603E+14,28-01-2025,micro-SIM
6749991762,5.3603E+14,28-01-2025,micro-SIM
6749991763,5.3603E+14,28-01-2025,micro-SIM
6749991764,5.3603E+14,28-01-2025,micro-SIM
6749991765,5.3603E+14,28-01-2025,micro-SIM
6749991766,5.3603E+14,28-01-2025,micro-SIM
6749991767,5.3603E+14,28-01-2025,micro-SIM
6749991768,5.3603E+14,28-01-2025,micro-SIM
6749991769,5.3603E+14,28-01-2025,micro-SIM
6749991770,5.3603E+14,28-01-2025,micro-SIM
6749991771,5.3603E+14,28-01-2025,micro-SIM
6749991772,5.3603E+14,28-01-2025,micro-SIM
6749991773,5.3603E+14,28-01-2025,micro-SIM
6749991774,5.3603E+14,28-01-2025,micro-SIM
6749991775,5.3603E+14,28-01-2025,micro-SIM
6749991776,5.3603E+14,28-01-2025,micro-SIM
6749991777,5.3603E+14,28-01-2025,micro-SIM
6749991778,5.3603E+14,28-01-2025,micro-SIM
6749991779,5.3603E+14,28-01-2025,micro-SIM
6749991780,5.3603E+14,28-01-2025,micro-SIM
6749991781,5.3603E+14,28-01-2025,micro-SIM
6749991782,5.3603E+14,28-01-2025,micro-SIM
6749991783,5.3603E+14,28-01-2025,micro-SIM
